=== 2048 DQN長時間学習開始 ===
開始時刻: Thu Dec 18 04:16:50 UTC 2025
エピソード数: 50000
保存間隔: 1000エピソード
ログファイル: logs/training_20251218_041650.log
================================
学習プロセスID: 947990

=== 学習がバックグラウンドで開始されました ===

進捗確認方法:
  tail -f logs/training_20251218_041650.log

最新の統計確認:
  grep 'Episode' logs/training_20251218_041650.log | tail -10

プロセス確認:
  ps -p 947990

学習を停止する場合:
  kill 947990

モデルテスト（別ターミナルで実行可能）:
  source .venv/bin/activate
  python training/reinforcement_learning/test.py --games 100

最良モデルのテスト:
  python training/reinforcement_learning/test.py --model checkpoints/best_model.pth --games 100
================================
Using device: cpu
Resumed from episode 4500, steps 546412
Episode 17700 | Avg Score:   2454.5 | Avg Max Tile:  196.8 | Loss: 20.5683 | LR: 2.79e-04 | Eps: 0.015
Episode 17800 | Avg Score:   2268.3 | Avg Max Tile:  179.2 | Loss: 54.6578 | LR: 2.78e-04 | Eps: 0.014
Episode 17900 | Avg Score:   2030.2 | Avg Max Tile:  163.5 | Loss: 35.4924 | LR: 2.76e-04 | Eps: 0.014
Checkpoint saved (episode 18000, best avg: 2349.4)
Episode 18000 | Avg Score:   2321.3 | Avg Max Tile:  187.2 | Loss: 19.8922 | LR: 2.75e-04 | Eps: 0.014
Episode 18100 | Avg Score:   2394.1 | Avg Max Tile:  194.9 | Loss: 22.9508 | LR: 2.73e-04 | Eps: 0.014
Episode 18200 | Avg Score:   2226.2 | Avg Max Tile:  184.3 | Loss: 23.8032 | LR: 2.71e-04 | Eps: 0.014
Episode 18300 | Avg Score:   2413.2 | Avg Max Tile:  200.6 | Loss: 14.7976 | LR: 2.70e-04 | Eps: 0.014
Episode 18400 | Avg Score:   2195.5 | Avg Max Tile:  180.5 | Loss: 28.1767 | LR: 2.68e-04 | Eps: 0.014
Episode 18500 | Avg Score:   1884.2 | Avg Max Tile:  147.7 | Loss: 11.8242 | LR: 2.66e-04 | Eps: 0.013
Episode 18600 | Avg Score:   2622.9 | Avg Max Tile:  212.2 | Loss: 15.4196 | LR: 2.64e-04 | Eps: 0.013
Episode 18700 | Avg Score:   2253.0 | Avg Max Tile:  181.9 | Loss: 14.7514 | LR: 2.62e-04 | Eps: 0.013
Episode 18800 | Avg Score:   2186.0 | Avg Max Tile:  177.6 | Loss: 13.3645 | LR: 2.60e-04 | Eps: 0.013
Episode 18900 | Avg Score:   1980.9 | Avg Max Tile:  158.7 | Loss: 19.7173 | LR: 2.58e-04 | Eps: 0.013
Checkpoint saved (episode 19000, best avg: 2349.4)
Episode 19000 | Avg Score:   2275.4 | Avg Max Tile:  181.1 | Loss: 15.7962 | LR: 2.56e-04 | Eps: 0.013
Episode 19100 | Avg Score:   2303.3 | Avg Max Tile:  188.8 | Loss: 37.7098 | LR: 2.54e-04 | Eps: 0.013
Episode 19200 | Avg Score:   2465.0 | Avg Max Tile:  195.8 | Loss: 19.9585 | LR: 2.52e-04 | Eps: 0.013
Episode 19300 | Avg Score:   2177.6 | Avg Max Tile:  169.8 | Loss: 15.9686 | LR: 2.50e-04 | Eps: 0.012
Episode 19400 | Avg Score:   2147.6 | Avg Max Tile:  173.4 | Loss: 19.0188 | LR: 2.47e-04 | Eps: 0.012
Episode 19500 | Avg Score:   2260.6 | Avg Max Tile:  183.7 | Loss: 23.2776 | LR: 2.45e-04 | Eps: 0.012
Episode 19600 | Avg Score:   2180.7 | Avg Max Tile:  178.1 | Loss: 14.1371 | LR: 2.43e-04 | Eps: 0.012
Episode 19700 | Avg Score:   2314.8 | Avg Max Tile:  184.3 | Loss: 16.7920 | LR: 2.40e-04 | Eps: 0.012
Episode 19800 | Avg Score:   2050.0 | Avg Max Tile:  163.8 | Loss: 27.1340 | LR: 2.38e-04 | Eps: 0.012
Episode 19900 | Avg Score:   2379.8 | Avg Max Tile:  199.7 | Loss: 18.1593 | LR: 2.36e-04 | Eps: 0.012
Checkpoint saved (episode 20000, best avg: 2349.4)
Episode 20000 | Avg Score:   2072.9 | Avg Max Tile:  161.8 | Loss: 12.0916 | LR: 2.33e-04 | Eps: 0.012
Episode 20100 | Avg Score:   2056.9 | Avg Max Tile:  165.9 | Loss: 19.2892 | LR: 2.31e-04 | Eps: 0.012
Episode 20200 | Avg Score:   2246.4 | Avg Max Tile:  178.2 | Loss: 14.9365 | LR: 2.28e-04 | Eps: 0.012
Episode 20300 | Avg Score:   2335.4 | Avg Max Tile:  184.3 | Loss: 6.9590 | LR: 2.26e-04 | Eps: 0.012
Episode 20400 | Avg Score:   2067.9 | Avg Max Tile:  160.0 | Loss: 12.7127 | LR: 2.23e-04 | Eps: 0.012
Episode 20500 | Avg Score:   2331.8 | Avg Max Tile:  177.3 | Loss: 18.1866 | LR: 2.21e-04 | Eps: 0.012
Episode 20600 | Avg Score:   2136.5 | Avg Max Tile:  167.7 | Loss: 9.6657 | LR: 2.18e-04 | Eps: 0.011
Episode 20700 | Avg Score:   2243.6 | Avg Max Tile:  184.0 | Loss: 13.0269 | LR: 2.15e-04 | Eps: 0.011
Episode 20800 | Avg Score:   1999.3 | Avg Max Tile:  169.3 | Loss: 12.2847 | LR: 2.13e-04 | Eps: 0.011
Episode 20900 | Avg Score:   1780.6 | Avg Max Tile:  143.7 | Loss: 10.9772 | LR: 2.10e-04 | Eps: 0.011
Checkpoint saved (episode 21000, best avg: 2349.4)
Episode 21000 | Avg Score:   2088.7 | Avg Max Tile:  166.4 | Loss: 19.4951 | LR: 2.07e-04 | Eps: 0.011
Episode 21100 | Avg Score:   1744.4 | Avg Max Tile:  145.6 | Loss: 12.3075 | LR: 2.05e-04 | Eps: 0.011
Episode 21200 | Avg Score:   1776.5 | Avg Max Tile:  142.1 | Loss: 14.3330 | LR: 2.02e-04 | Eps: 0.011
Episode 21300 | Avg Score:   1825.9 | Avg Max Tile:  150.7 | Loss: 11.1836 | LR: 1.99e-04 | Eps: 0.011
Episode 21400 | Avg Score:   2034.0 | Avg Max Tile:  171.4 | Loss: 13.6687 | LR: 1.96e-04 | Eps: 0.011
Episode 21500 | Avg Score:   2079.0 | Avg Max Tile:  173.9 | Loss: 8.2800 | LR: 1.93e-04 | Eps: 0.011
Episode 21600 | Avg Score:   1840.1 | Avg Max Tile:  157.6 | Loss: 9.3743 | LR: 1.91e-04 | Eps: 0.011
Episode 21700 | Avg Score:   1993.3 | Avg Max Tile:  167.7 | Loss: 23.5279 | LR: 1.88e-04 | Eps: 0.011
Episode 21800 | Avg Score:   1649.6 | Avg Max Tile:  133.0 | Loss: 6.0842 | LR: 1.85e-04 | Eps: 0.011
Episode 21900 | Avg Score:   2076.1 | Avg Max Tile:  170.6 | Loss: 5.9933 | LR: 1.82e-04 | Eps: 0.011
Checkpoint saved (episode 22000, best avg: 2349.4)
Episode 22000 | Avg Score:   2131.1 | Avg Max Tile:  169.0 | Loss: 11.7777 | LR: 1.79e-04 | Eps: 0.011
Episode 22100 | Avg Score:   2086.4 | Avg Max Tile:  182.1 | Loss: 15.2832 | LR: 1.76e-04 | Eps: 0.011
Episode 22200 | Avg Score:   1932.0 | Avg Max Tile:  158.4 | Loss: 12.9525 | LR: 1.73e-04 | Eps: 0.011
